Source;Target;Type;Weight;
0;105;Undirected;0.256421978051312
0;23;Undirected;0.337594529418358
1;126;Undirected;0.0874745507545548
2;46;Undirected;0.262451977730824
2;80;Undirected;0.273933557963117
3;17;Undirected;0.209670735816104
3;54;Undirected;0.210334654670627
4;102;Undirected;0.177461789331919
5;16;Undirected;0.162824156548623
6;8;Undirected;0.354500635151245
6;126;Undirected;0.258876157593905
7;60;Undirected;0.18166251481923
8;6;Undirected;0.354500635151245
8;46;Undirected;0.435078203316601
9;129;Undirected;0.840884914678086
9;85;Undirected;0.292886864296607
10;103;Undirected;0.117221601397444
11;65;Undirected;0.195515574915557
11;73;Undirected;0.215878700617382
12;58;Undirected;0.135981606708094
13;116;Undirected;0.204427770454406
14;57;Undirected;0.186904172256555
15;148;Undirected;0.730744165145239
16;60;Undirected;0.424665855434421
16;99;Undirected;0.209128137895222
17;70;Undirected;0.384273823605848
17;54;Undirected;0.326565161372604
18;100;Undirected;0.360512347484753
18;127;Undirected;0.384645167296096
18;136;Undirected;0.457908835369265
18;139;Undirected;0.456608338067218
19;79;Undirected;0.163208911453601
20;102;Undirected;0.159497266964159
21;51;Undirected;0.381713934739666
21;116;Undirected;0.554786524429058
22;102;Undirected;0.142848581949474
23;105;Undirected;0.375023723555635
23;0;Undirected;0.337594529418358
24;30;Undirected;0.176231546079555
25;46;Undirected;0.0858183627970903
26;70;Undirected;0.40787623922407
26;128;Undirected;0.289724210840091
27;28;Undirected;0.153635054718842
28;93;Undirected;0.212761563589650
28;116;Undirected;0.229608913209346
29;105;Undirected;0.127452024769104
30;76;Undirected;0.262891492914010
30;128;Undirected;0.299017096359266
31;128;Undirected;0.166121349230215
32;51;Undirected;0.175483996444026
32;74;Undirected;0.224013758277001
33;102;Undirected;0.0850147626348639
34;129;Undirected;0.172820226476119
35;114;Undirected;0.154487522644380
36;46;Undirected;0.0237613849367466
37;93;Undirected;0.220276639830729
37;18;Undirected;0.233936849366805
38;124;Undirected;0.0659739607959079
39;40;Undirected;0.104958594013584
40;145;Undirected;0.267815289123984
40;73;Undirected;0.273438864651988
41;100;Undirected;0.124897922627639
42;95;Undirected;0.151975992652453
43;114;Undirected;0.183842733294769
44;40;Undirected;0.142978360996769
45;46;Undirected;0.105687437569488
46;8;Undirected;0.435078203316601
46;78;Undirected;0.327295145487331
47;124;Undirected;0.213134460463096
47;128;Undirected;0.252264741622844
48;128;Undirected;0.0888312236751974
49;46;Undirected;0.135555615108413
50;118;Undirected;0.187718259182616
51;21;Undirected;0.381713934739666
51;116;Undirected;0.391189158075325
52;26;Undirected;0.129176333911138
53;143;Undirected;0.0219013963777035
54;3;Undirected;0.210334654670627
54;17;Undirected;0.326565161372604
55;65;Undirected;0.363416284782629
55;78;Undirected;0.378481152779508
55;139;Undirected;0.354179664663572
56;40;Undirected;0.182953954792894
56;145;Undirected;0.271734485672047
57;14;Undirected;0.186904172256555
57;74;Undirected;0.265257379338662
58;126;Undirected;0.507411321568176
58;139;Undirected;0.316436676860179
59;139;Undirected;0.259162679496082
59;136;Undirected;0.322506535702049
60;16;Undirected;0.424665855434421
60;72;Undirected;0.800601878176747
60;99;Undirected;0.492905411766206
61;18;Undirected;0.274609898480841
61;139;Undirected;0.278622013138773
62;143;Undirected;0.220788878258157
62;46;Undirected;0.306911676418986
63;129;Undirected;0.0682435126282998
64;55;Undirected;0.188052125309535
64;18;Undirected;0.240954524896209
65;55;Undirected;0.363416284782629
65;78;Undirected;0.43897989335344
65;138;Undirected;0.398907253079101
66;89;Undirected;0.193378095134819
66;125;Undirected;0.267147330532886
67;65;Undirected;0.206329998801074
67;78;Undirected;0.222799877531796
68;18;Undirected;0.229472189335085
68;127;Undirected;0.271176214059316
69;115;Undirected;0.192736072354317
70;17;Undirected;0.384273823605848
70;26;Undirected;0.40787623922407
71;73;Undirected;0.574026559982676
71;46;Undirected;0.294936294042232
72;60;Undirected;0.800601878176747
72;99;Undirected;0.313309602999224
73;71;Undirected;0.574026559982676
73;46;Undirected;0.280424012983301
74;126;Undirected;0.359041471042840
74;102;Undirected;0.336814110699784
75;23;Undirected;0.222672799335589
76;83;Undirected;0.384106128450053
76;30;Undirected;0.262891492914010
77;132;Undirected;0.106960702376978
78;55;Undirected;0.378481152779508
78;65;Undirected;0.43897989335344
79;108;Undirected;0.432280857228018
79;139;Undirected;0.2890520166708
80;17;Undirected;0.194777596539277
80;2;Undirected;0.273933557963117
81;107;Undirected;0.101318041685452
82;116;Undirected;0.0171770375800886
83;76;Undirected;0.384106128450053
83;125;Undirected;0.328414758912788
84;126;Undirected;0.158692665215926
85;129;Undirected;0.505162257321659
85;9;Undirected;0.292886864296607
86;139;Undirected;0.178026156497123
87;116;Undirected;0.148616246388694
88;30;Undirected;0.0885773279604196
89;125;Undirected;0.209643493547636
89;127;Undirected;0.253794964050222
90;105;Undirected;0.357967521429972
90;104;Undirected;0.271485494447259
91;129;Undirected;0.0827008008814013
92;116;Undirected;0.0874319075823987
93;125;Undirected;0.370674532634896
93;127;Undirected;0.34668391211933
94;8;Undirected;0.155198694693141
95;138;Undirected;0.160874679841799
96;51;Undirected;0.0826791477473274
97;74;Undirected;0.167277761266798
98;17;Undirected;0.142910501997843
99;60;Undirected;0.492905411766206
99;72;Undirected;0.313309602999224
100;18;Undirected;0.360512347484753
100;136;Undirected;0.358556235459250
101;46;Undirected;0.191783137302809
102;79;Undirected;0.263460729589902
102;74;Undirected;0.336814110699784
